[13:40:38.989856930] (+?.?????????) dakre-VirtualBox lttng_ust_statedump:start: { cpu_id = 2 }, { }
[13:40:38.990303839] (+0.000446909) dakre-VirtualBox lttng_ust_statedump:bin_info: { cpu_id = 2 }, { baddr = 0x7FD221DA3000, memsz = 2127280, path = "/usr/lib/x86_64-linux-gnu/liburcu-bp.so.4.1.0", is_pic = 1, has_build_id = 1, has_debug_link = 0 }
[13:40:38.990305278] (+0.000001439) dakre-VirtualBox lttng_ust_statedump:build_id: { cpu_id = 2 }, { baddr = 0x7FD221DA3000, _build_id_length = 20, build_id = [ [0] = 0x92, [1] = 0x9, [2] = 0x77, [3] = 0x1F, [4] = 0xB5, [5] = 0xBC, [6] = 0x48, [7] = 0xE3, [8] = 0x57, [9] = 0x1D, [10] = 0x55, [11] = 0xD7, [12] = 0x38, [13] = 0x1B, [14] = 0xB3, [15] = 0x92, [16] = 0x84, [17] = 0x5F, [18] = 0x97, [19] = 0x33 ] }
[13:40:38.990305704] (+0.000000426) dakre-VirtualBox lttng_ust_statedump:bin_info: { cpu_id = 2 }, { baddr = 0x7FFF6016B000, memsz = 0, path = "[vdso]", is_pic = 0, has_build_id = 0, has_debug_link = 0 }
[13:40:38.990306048] (+0.000000344) dakre-VirtualBox lttng_ust_statedump:bin_info: { cpu_id = 2 }, { baddr = 0x7FD222A08000, memsz = 2217264, path = "/lib/x86_64-linux-gnu/libpthread-2.19.so", is_pic = 1, has_build_id = 1, has_debug_link = 1 }
[13:40:38.990306302] (+0.000000254) dakre-VirtualBox lttng_ust_statedump:build_id: { cpu_id = 2 }, { baddr = 0x7FD222A08000, _build_id_length = 20, build_id = [ [0] = 0x22, [1] = 0xF9, [2] = 0x7, [3] = 0x8C, [4] = 0xFA, [5] = 0x52, [6] = 0x9C, [7] = 0xCE, [8] = 0x1A, [9] = 0x81, [10] = 0x4A, [11] = 0x4A, [12] = 0x1A, [13] = 0x1C, [14] = 0x1, [15] = 0x8F, [16] = 0x16, [17] = 0x9D, [18] = 0x56, [19] = 0x52 ] }
[13:40:38.990306644] (+0.000000342) dakre-VirtualBox lttng_ust_statedump:debug_link: { cpu_id = 2 }, { baddr = 0x7FD222A08000, crc = 4029089191, filename = "libpthread-2.19.so" }
[13:40:38.990307044] (+0.000000400) dakre-VirtualBox lttng_ust_statedump:bin_info: { cpu_id = 2 }, { baddr = 0x400000, memsz = 2115096, path = "/home/dakre/comp_arch_az/ECE-562/project/src/user_space/src/x86/fib/fib", is_pic = 0, has_build_id = 1, has_debug_link = 0 }
[13:40:38.990307374] (+0.000000330) dakre-VirtualBox lttng_ust_statedump:build_id: { cpu_id = 2 }, { baddr = 0x400000, _build_id_length = 20, build_id = [ [0] = 0x8A, [1] = 0x9A, [2] = 0x15, [3] = 0xEE, [4] = 0x14, [5] = 0xD4, [6] = 0x21, [7] = 0x68, [8] = 0x7D, [9] = 0x24, [10] = 0x7F, [11] = 0xA, [12] = 0xE5, [13] = 0x6C, [14] = 0xB3, [15] = 0xD6, [16] = 0xE7, [17] = 0x56, [18] = 0x35, [19] = 0x5D ] }
[13:40:38.990307662] (+0.000000288) dakre-VirtualBox lttng_ust_statedump:bin_info: { cpu_id = 2 }, { baddr = 0x7FD221B9B000, memsz = 2126216, path = "/usr/lib/x86_64-linux-gnu/liburcu-cds.so.4.1.0", is_pic = 1, has_build_id = 1, has_debug_link = 0 }
[13:40:38.990307921] (+0.000000259) dakre-VirtualBox lttng_ust_statedump:build_id: { cpu_id = 2 }, { baddr = 0x7FD221B9B000, _build_id_length = 20, build_id = [ [0] = 0xDF, [1] = 0x58, [2] = 0x94, [3] = 0xE5, [4] = 0x47, [5] = 0x79, [6] = 0x3B, [7] = 0x1C, [8] = 0xF7, [9] = 0x9B, [10] = 0x5E, [11] = 0xF1, [12] = 0x54, [13] = 0x6C, [14] = 0x11, [15] = 0xB8, [16] = 0xC6, [17] = 0x93, [18] = 0xD5, [19] = 0xBC ] }
[13:40:38.990308159] (+0.000000238) dakre-VirtualBox lttng_ust_statedump:bin_info: { cpu_id = 2 }, { baddr = 0x7FD22258F000, memsz = 2574056, path = "/usr/local/lib/liblttng-ust.so.0.0.0", is_pic = 1, has_build_id = 1, has_debug_link = 0 }
[13:40:38.990308418] (+0.000000259) dakre-VirtualBox lttng_ust_statedump:build_id: { cpu_id = 2 }, { baddr = 0x7FD22258F000, _build_id_length = 20, build_id = [ [0] = 0x86, [1] = 0xC7, [2] = 0x2B, [3] = 0x56, [4] = 0x9A, [5] = 0x5F, [6] = 0x58, [7] = 0x61, [8] = 0x17, [9] = 0x96, [10] = 0x9, [11] = 0xA4, [12] = 0xC2, [13] = 0xCE, [14] = 0xC8, [15] = 0xC2, [16] = 0x73, [17] = 0xE5, [18] = 0x31, [19] = 0x8 ] }
[13:40:38.990308652] (+0.000000234) dakre-VirtualBox lttng_ust_statedump:bin_info: { cpu_id = 2 }, { baddr = 0x7FD222804000, memsz = 2109744, path = "/lib/x86_64-linux-gnu/libdl-2.19.so", is_pic = 1, has_build_id = 1, has_debug_link = 1 }
[13:40:38.990308905] (+0.000000253) dakre-VirtualBox lttng_ust_statedump:build_id: { cpu_id = 2 }, { baddr = 0x7FD222804000, _build_id_length = 20, build_id = [ [0] = 0xD0, [1] = 0xF8, [2] = 0x81, [3] = 0xE5, [4] = 0x9F, [5] = 0xF8, [6] = 0x8B, [7] = 0xE4, [8] = 0xF2, [9] = 0x9A, [10] = 0x22, [11] = 0x8C, [12] = 0x86, [13] = 0x57, [14] = 0x37, [15] = 0x6B, [16] = 0x3C, [17] = 0x32, [18] = 0x5C, [19] = 0x2C ] }
